objectid,Station ID,Station Name,Station ID DOMO,Has Kiosk,Dock Count,Station Latitude,Station Longitude,Region_ID,shape,supervisor_district,analysis_neighborhood,data_loaded_at,data_as_of
440,523,Lafayette Park (Laguna St at Washington St),SF-E21,false,0,37.791965999999995,-122.429315,,POINT (-122.429315 37.791966),2,Pacific Heights,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
441,512,Divisadero St at Clay St,SF-E18,true,19,37.7895875,-122.440683,3,POINT (-122.440683 37.7895875),2,Pacific Heights,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
389,477,17th Ave at Geary Blvd,SF-G9,true,23,37.78071989,-122.4761036,3,POINT (-122.476103604 37.780719886),1,Outer Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
392,474,14th Ave at Geary Blvd,SF-G10-2,true,27,37.780364,-122.4728095,3,POINT (-122.4728095 37.780364),1,Outer Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
432,532,38th Ave at Balboa St,SF-J3,true,18,37.775521999999995,-122.498498,3,POINT (-122.498498 37.775522),1,Outer Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
433,543,Great Hwy at Balboa St,SF-H0,true,27,37.775211,-122.511208,3,POINT (-122.511208 37.775211),1,Outer Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
434,525,21st Ave at Geary Blvd,SF-G8,true,18,37.780111,-122.480389,3,POINT (-122.480389 37.780111),1,Outer Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
435,515,18th Ave at California St,SF-F9,true,23,37.785111,-122.477667,3,POINT (-122.477667 37.785111),1,Outer Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
437,524,34th Ave at Balboa St,SF-J5,true,19,37.775681,-122.494064,3,POINT (-122.494064 37.775681),1,Outer Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
447,516,Clement St at 32nd Ave,SF-G5,true,23,37.781721999999995,-122.49284399999999,3,POINT (-122.492844 37.781722),1,Outer Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
455,521,48th Ave at Cabrillo St,SF-J1,true,23,37.772954,-122.509071,3,POINT (-122.509071 37.772954),1,Outer Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
460,520,23rd Ave at Clement St,SF-G7,true,19,37.7819295,-122.4827855,3,POINT (-122.4827855 37.7819295),1,Outer Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
469,531,28th Ave at Geary Blvd,SF-G6,true,19,37.779672999999995,-122.48797,3,POINT (-122.48797 37.779673),1,Outer Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
382,413,Balboa Park BART Station,SF-AA15,true,19,37.72055499,-122.44772315,3,POINT (-122.44772315 37.720554989),11,Outer Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
388,497,Alemany Blvd at Silver Ave,SF-X19,true,19,37.73017447,-122.4328959,3,POINT (-122.432895899 37.730174469),11,Outer Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
439,501,Balboa Park (San Jose Ave at Sgt. John V. Young Ln,SF-Y16,false,0,37.72489268,-122.4432385,,POINT (-122.443238497 37.724892684),11,Outer Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
457,504,Onondaga Ave at Alemany Blvd,SF-AA17,false,0,37.72154367,-122.43830323,,POINT (-122.438303232 37.721543666),11,Outer Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
461,502,Delano Ave at Oneida Ave,SF-Z16,true,24,37.72238229,-122.44380981,3,POINT (-122.443809807 37.722382293),11,Outer Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
284,323,Broadway at Kearny St,SF-C26-1,true,15,37.79801364,-122.40595043,3,POINT (-122.405950427 37.798013644),3,North Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
296,371,Lombard St at Columbus Ave,SF-B25,true,19,37.80274615,-122.41357863,3,POINT (-122.413578629 37.802746153),3,North Beach,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
141,142,Guerrero Park,SF-S22-2,true,15,37.7457388,-122.42214024,3,POINT (-122.422140241 37.745738796),9,Noe Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
82,131,22nd St at Dolores St,SF-Q21-1,true,23,37.75499463,-122.4258368,3,POINT (-122.4258368 37.75499463),8,Noe Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
94,132,24th St at Chattanooga St,SF-Q21-2,true,19,37.7518194,-122.4266139,3,POINT (-122.4266139 37.7518194),8,Noe Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
119,137,Jersey St at Castro St,SF-R19,true,19,37.750506,-122.4339496,3,POINT (-122.4339496 37.750506),8,Noe Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
124,145,29th St at Church St,SF-T20,true,15,37.7436839,-122.4268059,3,POINT (-122.4268059 37.7436839),8,Noe Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
138,140,Cesar Chavez St at Dolores St,SF-S21,true,15,37.7478584,-122.4249863,3,POINT (-122.4249863 37.7478584),8,Noe Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
139,138,Jersey St at Church St,SF-R20,true,19,37.7509004,-122.4274114,3,POINT (-122.4274114 37.7509004),8,Noe Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
37,70,Central Ave at Fell St,SF-K17,true,31,37.7735622,-122.4425712,3,POINT (-122.4425712 37.7735622),5,Lone Mountain/USF,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
316,375,Grove St at Masonic Ave,SF-J16,true,31,37.774803999999996,-122.44664900000001,3,POINT (-122.446649 37.774804),5,Lone Mountain/USF,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
70,51,Parker Ave at McAllister St,SF-J15,true,27,37.77610091,-122.45309293,3,POINT (-122.453092933 37.776100913),1,Lone Mountain/USF,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
300,380,Masonic Ave at Turk St,SF-I16,true,23,37.77904666,-122.44729131,3,POINT (-122.447291315 37.779046658),1,Lone Mountain/USF,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
421,455,McAllister St at Arguello Blvd,SF-J13,true,19,37.775328,-122.45810399999999,3,POINT (-122.458104 37.775328),1,Lone Mountain/USF,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
428,471,Turk Blvd at Stanyan St,SF-J14,true,21,37.77760931,-122.45462179,3,POINT (-122.454621792 37.77760931),1,Lone Mountain/USF,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
429,486,Arguello Blvd at Edward St,SF-H13,true,19,37.77848699,-122.45864511,3,POINT (-122.458645105 37.778486986),1,Lone Mountain/USF,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
453,511,Anza St at Collins St,SF-H15,true,29,37.78068,-122.450012,3,POINT (-122.450012 37.78068),1,Lone Mountain/USF,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
42,52,McAllister St at Baker St,SF-J17,true,27,37.7774157,-122.4418376,3,POINT (-122.4418376 37.7774157),2,Lone Mountain/USF,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
409,481,O'Farrell St at Masonic Ave,SF-H16,true,27,37.78113055,-122.44737446,3,POINT (-122.447374463 37.781130552),2,Lone Mountain/USF,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
467,528,Stanyan St at Geary Blvd,SF-H14,true,19,37.780949,-122.45630299999999,3,POINT (-122.456303 37.780949),2,Lone Mountain/USF,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
287,324,Union Square (Powell St at Post St),SF-F26,true,27,37.78829998,-122.40853071,3,POINT (-122.408530712 37.788299978),3,Nob Hill,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
363,419,Fern St at Polk St,SF-F23,true,21,37.788188999999996,-122.4205245,3,POINT (-122.4205245 37.788189),3,Nob Hill,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
10,30,San Francisco Caltrain (Townsend St at 4th St),SF-J29,true,19,37.776598,-122.395282,3,POINT (-122.395282 37.776598),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
50,81,Berry St at 4th St,SF-K29-1,true,35,37.77588,-122.39317,3,POINT (-122.39317 37.77588),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
57,80,Townsend St at 5th St,SF-K28,true,35,37.77523487,-122.3974371,3,POINT (-122.397437096 37.775234869),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
58,50,2nd St at Townsend St,SF-I30,true,39,37.780526,-122.390288,3,POINT (-122.390288 37.780526),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
65,66,3rd St at Townsend St,SF-J29-1,true,39,37.7785885,-122.39255299999999,3,POINT (-122.392553 37.7785885),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
72,91,Berry St at King St,SF-L28,true,23,37.77176211,-122.39843756,3,POINT (-122.39843756 37.77176211),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
73,93,4th St at Mission Bay Blvd S,SF-L30-1,true,27,37.7703135,-122.3912365,3,POINT (-122.3912365 37.7703135),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
86,92,Mission Bay Kids Park,SF-L29,true,25,37.77230063,-122.39302754,3,POINT (-122.393027544 37.772300632),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
91,102,Irwin St at 8th St,SF-M27,true,27,37.7668905,-122.399528,3,POINT (-122.399528 37.7668905),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
109,104,4th St at 16th St,SF-M30,true,35,37.76704458,-122.3908335,3,POINT (-122.390833497 37.76704458),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
297,364,China Basin St at 3rd St,SF-K30-2,true,31,37.7719996,-122.3899698,3,POINT (-122.3899698 37.7719996),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
302,345,Hubbell St at 16th St,SF-M28,true,27,37.766594,-122.39819800000001,3,POINT (-122.398198 37.766594),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
405,460,Terry Francois Blvd at Warriors Way,SF-M30-2,true,12,37.76909489,-122.38633275,3,POINT (-122.38633275 37.769094887),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
407,461,Terry Francois Blvd at Mission Bay Blvd N,SF-L31-1,true,27,37.77132959,-122.38662243,3,POINT (-122.386622429 37.771329594),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
425,465,San Francisco Caltrain Station (King St at 4th St),SF-J29-3,true,18,37.7763115,-122.394495,3,POINT (-122.394495 37.7763115),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
426,483,7th St at King St,SF-L27-2,true,27,37.77122902,-122.40088642,3,POINT (-122.400886416 37.771229018),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
442,513,Alameda St at Henry Adams St,SF-M26-2,true,27,37.76854574,-122.40440279,3,POINT (-122.404402792 37.768545741),6,Mission Bay,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
331,373,Potrero del Sol Park (25th St at Utah St),SF-R26,true,23,37.75179165,-122.4052155,3,POINT (-122.405215502 37.751791645),10,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
398,459,Utah St at 24th St,SF-Q26,true,15,37.753259,-122.4055145,3,POINT (-122.4055145 37.753259),10,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
438,518,22nd St at Potrero Ave,SF-P26,true,15,37.756808,-122.40594300000001,3,POINT (-122.405943 37.756808),10,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
75,108,16th St Mission BART,SF-N22-1A,true,11,37.7646845,-122.4199265,3,POINT (-122.4199265 37.7646845),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
76,112,Harrison St at 17th St,SF-N24-2,true,19,37.7638471,-122.4130036,3,POINT (-122.4130036 37.7638471),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
77,97,14th St at Mission St,SF-M22-1,true,19,37.768226999999996,-122.42035899999999,3,POINT (-122.420359 37.768227),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
78,127,Valencia St at 21st St,SF-P22,true,23,37.7567083,-122.421025,3,POINT (-122.421025 37.7567083),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
83,109,17th St at Valencia St,SF-N22-2,true,23,37.763332999999996,-122.4220555,3,POINT (-122.4220555 37.763333),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
84,98,Valencia St at 16th St,SF-M22-2,true,23,37.765429,-122.42188999999999,3,POINT (-122.42189 37.765429),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
87,100,Bryant St at 15th St,SF-M25,true,19,37.7671004,-122.410662,3,POINT (-122.410662 37.7671004),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
88,122,19th St at Mission St,SF-O23,true,19,37.760278,-122.419074,3,POINT (-122.419074 37.760278),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
89,124,19th St at Florida St,SF-O25-1,true,19,37.7604469,-122.410807,3,POINT (-122.410807 37.7604469),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
92,99,Folsom St at 15th St,SF-M24,true,19,37.7670373,-122.4154425,3,POINT (-122.4154425 37.7670373),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
103,125,20th St at Bryant St,SF-O25-2,true,15,37.759161999999996,-122.4100475,3,POINT (-122.4100475 37.759162),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
104,121,Mission Playground,SF-O22,true,23,37.7592103,-122.4213392,3,POINT (-122.4213392 37.7592103),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
105,123,Folsom St at 19th St,SF-O24,true,19,37.7605936,-122.4148171,3,POINT (-122.4148171 37.7605936),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
107,113,Franklin Square,SF-N25,true,19,37.7645435,-122.410349,3,POINT (-122.410349 37.7645435),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
110,110,17th & Folsom Street Park (17th St at Folsom St),SF-N23,true,23,37.7637085,-122.4152042,3,POINT (-122.4152042 37.7637085),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
111,129,Harrison St at 20th St,SF-P24,true,19,37.758862,-122.412544,3,POINT (-122.412544 37.758862),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
137,139,Garfield Square (25th St at Harrison St),SF-R24,true,23,37.750945,-122.4120835,3,POINT (-122.4120835 37.750945),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
142,133,Valencia St at 22nd St,SF-Q22-1,true,23,37.7552126,-122.4209752,3,POINT (-122.4209752 37.7552126),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
145,134,Valencia St at 24th St,SF-Q22-2,true,23,37.7524278,-122.4206278,3,POINT (-122.4206278 37.7524278),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
175,223,16th St Mission BART Station 2,SF-N22-1B,true,19,37.7648385,-122.420141,3,POINT (-122.420141 37.7648385),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
319,336,Potrero Ave at Mariposa St,SF-N26,true,27,37.76328094,-122.40737736,3,POINT (-122.407377362 37.763280941),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
324,356,Valencia St at Clinton Park,SF-L22,true,19,37.76918818,-122.42228508,3,POINT (-122.42228508 37.769188178),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
338,386,24th St at Bartlett St,SF-Q23-3,true,16,37.75210498,-122.41972357,3,POINT (-122.41972357 37.752104984),9,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
54,59,S Van Ness Ave at Market St,SF-J23-2,true,27,37.774814,-122.418954,3,POINT (-122.418954 37.774814),6,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
68,76,McCoppin St at Valencia St,SF-K22-2,true,19,37.771679999999996,-122.422301,3,POINT (-122.422301 37.77168),6,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
80,88,11th St at Bryant St,SF-L25,true,27,37.7700298,-122.4117258,3,POINT (-122.4117258 37.7700298),6,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
99,87,Folsom St at 13th St,SF-L24,true,27,37.769757,-122.415674,3,POINT (-122.415674 37.769757),6,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
102,89,Division St at Potrero Ave,SF-L26,true,27,37.769262999999995,-122.407054,3,POINT (-122.407054 37.769263),6,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
106,101,15th St at Potrero Ave,SF-M26,true,27,37.7670785,-122.40735859,3,POINT (-122.407358587 37.767078505),6,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
424,499,Otis St at Brady St,SF-K23,true,22,37.772219,-122.41997599999999,3,POINT (-122.419976 37.772219),6,Mission,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
303,384,Jackson St at Polk St,SF-E23,true,27,37.79416044,-122.42156759,3,POINT (-122.421567589 37.794160442),3,Russian Hill,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
345,398,Leavenworth St at Broadway,SF-D24,true,19,37.79647069,-122.41685763,3,POINT (-122.41685763 37.796470692),3,Russian Hill,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
346,441,Chestnut St at Van Ness Ave,SF-B22,true,23,37.8023,-122.4244135,3,POINT (-122.4244135 37.8023),3,Russian Hill,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
422,496,Green St at Van Ness Ave,SF-C22,true,23,37.79762791,-122.42353499,3,POINT (-122.423534989 37.797627909),3,Russian Hill,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
357,400,Buchanan St at North Point St,SF-A20,true,28,37.8044325,-122.433523,3,POINT (-122.433523 37.8044325),2,Marina,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
361,399,Bay St at Fillmore St,SF-B19,true,27,37.8026635,-122.4360635,3,POINT (-122.4360635 37.8026635),2,Marina,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
368,424,Greenwich St at Webster St,SF-C20,true,19,37.79920793,-122.43412167,3,POINT (-122.434121668 37.799207926),2,Marina,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
397,478,Greenwich St at Franklin St,SF-B21,true,19,37.80025443,-122.42591947,3,POINT (-122.425919473 37.800254431),2,Marina,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
444,539,North Point St at Divisadero St,SF-A18,false,0,37.802949,-122.442702,,POINT (-122.442702 37.802949),2,Marina,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
452,544,Allyne Park (Green St at Gough St),SF-C21,true,19,37.797249,-122.427457,,POINT (-122.427457 37.797249),2,Marina,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
465,535,Filbert St at Fillmore St,SF-C19,true,0,37.798013999999995,-122.435562,,POINT (-122.435562 37.798014),2,Marina,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
470,536,Fillmore St at Jefferson St,SF-A19,true,27,37.805375999999995,-122.437261,,POINT (-122.437261 37.805376),2,Marina,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
431,540,Eucalyptus Dr at 20th Ave,SF-W8,true,27,37.731085,-122.476163,3,POINT (-122.476163 37.731085),4,Lakeshore,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
436,537,Font Blvd at Arballo Dr,SF-Z6,true,30,37.722001,-122.48273499999999,3,POINT (-122.482735 37.722001),7,Lakeshore,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
459,541,Holloway Ave at Arellano Ave,SF-Z7,true,31,37.720949999999995,-122.478859,3,POINT (-122.478859 37.72095),7,Lakeshore,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
20,41,Golden Gate Ave at Polk St,SF-I23-1,true,31,37.7813455,-122.418409,3,POINT (-122.418409 37.7813455),5,Tenderloin,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
26,34,Father Alfred E Boeddeker Park,SF-H25,true,23,37.7839879,-122.412408,3,POINT (-122.412408 37.7839879),5,Tenderloin,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
31,4,Cyril Magnin St at Ellis St,SF-G26,true,35,37.785876,-122.4089225,3,POINT (-122.4089225 37.785876),5,Tenderloin,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
44,43,San Francisco Public Library (Grove St at Hyde St),SF-I24,true,31,37.778889,-122.415475,3,POINT (-122.415475 37.778889),5,Tenderloin,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
51,42,San Francisco City Hall (Polk St at Grove St),SF-I23-2,true,19,37.77865,-122.41823,3,POINT (-122.41823 37.77865),5,Tenderloin,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
326,368,Myrtle St at Polk St,SF-G23,true,27,37.785478999999995,-122.419342,3,POINT (-122.419342 37.785479),5,Tenderloin,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
22,5,Powell St BART Station (Market St at 5th St),SF-H26,true,35,37.78389936,-122.40844488,3,POINT (-122.408444881 37.783899357),3,Tenderloin,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
311,370,Jones St at Post St,SF-G25,true,19,37.78732677,-122.41327822,3,POINT (-122.413278222 37.787326766),3,Tenderloin,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
318,369,Hyde St at Post St,SF-G24,true,27,37.7870936,-122.41670072,3,POINT (-122.416700721 37.787093596),3,Tenderloin,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
384,439,Post St at Divisadero St,SF-G18,true,31,37.784419,-122.43936099999999,3,POINT (-122.439361 37.784419),5,Japantown,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
456,510,Post St at Webster St,SF-G20,true,31,37.785394,-122.431821,3,POINT (-122.431821 37.785394),5,Japantown,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
458,530,Post St at Baker St,SF-G17,true,27,37.783972999999996,-122.44287800000001,3,POINT (-122.442878 37.783973),5,Japantown,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
356,451,10th Ave at Irving St,SF-M11,true,23,37.7642245,-122.4673775,3,POINT (-122.4673775 37.7642245),7,Inner Sunset,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
360,450,Funston Ave at Irving St,SF-M10,true,27,37.76393403,-122.47065067,3,POINT (-122.470650673 37.763934025),7,Inner Sunset,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
403,457,7th Ave at Irving St,SF-M12,true,27,37.76343361,-122.46406317,3,POINT (-122.464063168 37.76343361),7,Inner Sunset,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
641,545,7th Ave at Lawton St,SF-O12,true,27,37.758700000000005,-122.463774,3,POINT (-122.463774 37.7587),7,Inner Sunset,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
391,458,Frederick St at Arguello Blvd,SF-M13,true,19,37.76578299,-122.45763659,3,POINT (-122.457636595 37.765782987),8,Inner Sunset,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
81,85,Church St at Duboce Ave,SF-L20,true,27,37.769818,-122.4291485,3,POINT (-122.4291485 37.769818),8,Hayes Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
46,75,Market St at Franklin St,SF-K22-1,true,35,37.77379321,-122.42123902,3,POINT (-122.421239018 37.773793206),6,Hayes Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
354,411,Octavia Blvd at Page St,SF-J22-1,true,27,37.77401794,-122.42380857,3,POINT (-122.423808575 37.774017938),6,Hayes Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
45,56,Koshland Park,SF-K21,true,27,37.77341397,-122.4273169,3,POINT (-122.427316904 37.77341397),5,Hayes Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
48,55,Webster St at Grove St,SF-J20,true,27,37.7770527,-122.4295585,3,POINT (-122.4295585 37.7770527),5,Hayes Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
49,74,Laguna St at Hayes St,SF-J21,true,27,37.7762475,-122.4262025,3,POINT (-122.4262025 37.7762475),5,Hayes Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
62,53,Grove St at Divisadero,SF-J18,true,27,37.775946,-122.4377775,3,POINT (-122.4377775 37.775946),5,Hayes Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
66,71,Broderick St at Oak St,SF-K18,true,27,37.7730627,-122.4390777,3,POINT (-122.4390777 37.7730627),5,Hayes Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
415,468,Grove St at Gough St,SF-J22-2,true,25,37.77787007,-122.42295295,3,POINT (-122.42295295 37.77787007),5,Hayes Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
448,534,Fulton St at Laguna St,SF-I21,true,31,37.778307,-122.426527,3,POINT (-122.426527 37.778307),5,Hayes Valley,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
64,84,Duboce Park,SF-L19,true,19,37.7692005,-122.4338119,3,POINT (-122.4338119 37.7692005),8,Haight Ashbury,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
350,440,Carl St at Cole St,SF-M15,true,23,37.765941999999995,-122.449228,3,POINT (-122.449228 37.765942),8,Haight Ashbury,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
463,538,Haight St at Lyon St,SF-K17-2,true,12,37.770519,-122.442326,3,POINT (-122.442326 37.770519),8,Haight Ashbury,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
38,73,Pierce St at Haight St,SF-K20,true,27,37.7717933,-122.4337079,3,POINT (-122.4337079 37.7717933),5,Haight Ashbury,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
39,72,Page St at Scott St,SF-K19,true,27,37.772354,-122.4358575,3,POINT (-122.4358575 37.772354),5,Haight Ashbury,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
335,377,Fell St at Stanyan St,SF-K15-,true,19,37.7719511,-122.4537048,3,POINT (-122.4537048 37.7719511),5,Golden Gate Park,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
369,454,7th Ave at Cabrillo St,SF-J12,true,23,37.7751205,-122.464998,3,POINT (-122.464998 37.7751205),1,Inner Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
395,489,Funston Ave at Clement St,SF-G10-1,true,27,37.78249788,-122.47196764,3,POINT (-122.471967638 37.782497876),1,Inner Richmond,01/18/2024 03:30:44 PM,01/18/2024 03:28:35 PM
