"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1500000US060750229012","Block Group 2; Census Tract 229.01; San Francisco County; California","1675","520",
"1500000US060750229013","Block Group 3; Census Tract 229.01; San Francisco County; California","1414","470",
"1500000US060750229021","Block Group 1; Census Tract 229.02; San Francisco County; California","952","250",
"1500000US060750229022","Block Group 2; Census Tract 229.02; San Francisco County; California","1144","228",
"1500000US060750229031","Block Group 1; Census Tract 229.03; San Francisco County; California","1296","507",
"1500000US060750229032","Block Group 2; Census Tract 229.03; San Francisco County; California","874","274",
"1500000US060750229033","Block Group 3; Census Tract 229.03; San Francisco County; California","680","247",
"1500000US060750230011","Block Group 1; Census Tract 230.01; San Francisco County; California","2606","554",
"1500000US060750230012","Block Group 2; Census Tract 230.01; San Francisco County; California","1106","509",
"1500000US060750230013","Block Group 3; Census Tract 230.01; San Francisco County; California","2007","673",
"1500000US060750230031","Block Group 1; Census Tract 230.03; San Francisco County; California","721","338",
"1500000US060750230032","Block Group 2; Census Tract 230.03; San Francisco County; California","1634","393",
"1500000US060750230033","Block Group 3; Census Tract 230.03; San Francisco County; California","1802","538",
"1500000US060750231021","Block Group 1; Census Tract 231.02; San Francisco County; California","2159","598",
"1500000US060750231022","Block Group 2; Census Tract 231.02; San Francisco County; California","1410","460",
"1500000US060750231031","Block Group 1; Census Tract 231.03; San Francisco County; California","1935","538",
"1500000US060750231032","Block Group 2; Census Tract 231.03; San Francisco County; California","2521","578",
"1500000US060750232001","Block Group 1; Census Tract 232; San Francisco County; California","1939","904",
"1500000US060750232002","Block Group 2; Census Tract 232; San Francisco County; California","1347","402",
"1500000US060750232003","Block Group 3; Census Tract 232; San Francisco County; California","936","358",
"1500000US060750233001","Block Group 1; Census Tract 233; San Francisco County; California","1354","321",
"1500000US060750233002","Block Group 2; Census Tract 233; San Francisco County; California","2596","366",
"1500000US060750234001","Block Group 1; Census Tract 234; San Francisco County; California","2522","789",
"1500000US060750234002","Block Group 2; Census Tract 234; San Francisco County; California","1517","623",
"1500000US060750251001","Block Group 1; Census Tract 251; San Francisco County; California","1919","515",
"1500000US060750251002","Block Group 2; Census Tract 251; San Francisco County; California","839","297",
"1500000US060750251003","Block Group 3; Census Tract 251; San Francisco County; California","650","230",
"1500000US060750252001","Block Group 1; Census Tract 252; San Francisco County; California","1528","594",
"1500000US060750252002","Block Group 2; Census Tract 252; San Francisco County; California","1574","528",
"1500000US060750252003","Block Group 3; Census Tract 252; San Francisco County; California","1023","267",
"1500000US060750252004","Block Group 4; Census Tract 252; San Francisco County; California","1332","424",
"1500000US060750253001","Block Group 1; Census Tract 253; San Francisco County; California","756","222",
"1500000US060750253002","Block Group 2; Census Tract 253; San Francisco County; California","816","220",
"1500000US060750253003","Block Group 3; Census Tract 253; San Francisco County; California","900","264",
"1500000US060750253004","Block Group 4; Census Tract 253; San Francisco County; California","2073","949",
"1500000US060750254011","Block Group 1; Census Tract 254.01; San Francisco County; California","1339","442",
"1500000US060750254012","Block Group 2; Census Tract 254.01; San Francisco County; California","1452","613",
"1500000US060750254013","Block Group 3; Census Tract 254.01; San Francisco County; California","1028","322",
"1500000US060750254021","Block Group 1; Census Tract 254.02; San Francisco County; California","1474","699",
"1500000US060750254022","Block Group 2; Census Tract 254.02; San Francisco County; California","703","228",
"1500000US060750254023","Block Group 3; Census Tract 254.02; San Francisco County; California","1117","441",
"1500000US060750254031","Block Group 1; Census Tract 254.03; San Francisco County; California","2134","531",
"1500000US060750254032","Block Group 2; Census Tract 254.03; San Francisco County; California","2110","587",
"1500000US060750255011","Block Group 1; Census Tract 255.01; San Francisco County; California","2085","1234",
"1500000US060750255012","Block Group 2; Census Tract 255.01; San Francisco County; California","1406","546",
"1500000US060750255013","Block Group 3; Census Tract 255.01; San Francisco County; California","906","381",
"1500000US060750255021","Block Group 1; Census Tract 255.02; San Francisco County; California","914","310",
"1500000US060750255022","Block Group 2; Census Tract 255.02; San Francisco County; California","1568","449",
"1500000US060750255023","Block Group 3; Census Tract 255.02; San Francisco County; California","1364","403",
"1500000US060750256001","Block Group 1; Census Tract 256; San Francisco County; California","1537","534",
"1500000US060750256002","Block Group 2; Census Tract 256; San Francisco County; California","1194","387",
"1500000US060750256003","Block Group 3; Census Tract 256; San Francisco County; California","802","321",
"1500000US060750256004","Block Group 4; Census Tract 256; San Francisco County; California","1494","396",
"1500000US060750257011","Block Group 1; Census Tract 257.01; San Francisco County; California","1281","381",
"1500000US060750257012","Block Group 2; Census Tract 257.01; San Francisco County; California","2063","405",
"1500000US060750257013","Block Group 3; Census Tract 257.01; San Francisco County; California","1987","878",
"1500000US060750257021","Block Group 1; Census Tract 257.02; San Francisco County; California","961","450",
"1500000US060750257022","Block Group 2; Census Tract 257.02; San Francisco County; California","1973","608",
"1500000US060750257023","Block Group 3; Census Tract 257.02; San Francisco County; California","1219","420",
"1500000US060750258001","Block Group 1; Census Tract 258; San Francisco County; California","1220","370",
"1500000US060750258002","Block Group 2; Census Tract 258; San Francisco County; California","909","310",
"1500000US060750259001","Block Group 1; Census Tract 259; San Francisco County; California","1976","305",
"1500000US060750259002","Block Group 2; Census Tract 259; San Francisco County; California","2152","556",
"1500000US060750260011","Block Group 1; Census Tract 260.01; San Francisco County; California","1844","604",
"1500000US060750260012","Block Group 2; Census Tract 260.01; San Francisco County; California","2069","719",
"1500000US060750260013","Block Group 3; Census Tract 260.01; San Francisco County; California","1288","546",
"1500000US060750260014","Block Group 4; Census Tract 260.01; San Francisco County; California","1215","470",
"1500000US060750260021","Block Group 1; Census Tract 260.02; San Francisco County; California","1768","309",
"1500000US060750260022","Block Group 2; Census Tract 260.02; San Francisco County; California","1915","384",
"1500000US060750260031","Block Group 1; Census Tract 260.03; San Francisco County; California","2610","702",
"1500000US060750260032","Block Group 2; Census Tract 260.03; San Francisco County; California","2310","476",
"1500000US060750260041","Block Group 1; Census Tract 260.04; San Francisco County; California","2272","482",
"1500000US060750260042","Block Group 2; Census Tract 260.04; San Francisco County; California","1567","457",
"1500000US060750261001","Block Group 1; Census Tract 261; San Francisco County; California","1062","382",
"1500000US060750261002","Block Group 2; Census Tract 261; San Francisco County; California","2418","786",
"1500000US060750261003","Block Group 3; Census Tract 261; San Francisco County; California","1597","613",
"1500000US060750261004","Block Group 4; Census Tract 261; San Francisco County; California","1802","464",
"1500000US060750262011","Block Group 1; Census Tract 262.01; San Francisco County; California","1057","315",
"1500000US060750262012","Block Group 2; Census Tract 262.01; San Francisco County; California","1237","351",
"1500000US060750262013","Block Group 3; Census Tract 262.01; San Francisco County; California","1357","370",
"1500000US060750262021","Block Group 1; Census Tract 262.02; San Francisco County; California","2341","577",
"1500000US060750262022","Block Group 2; Census Tract 262.02; San Francisco County; California","1522","488",
"1500000US060750263011","Block Group 1; Census Tract 263.01; San Francisco County; California","1288","647",
"1500000US060750263012","Block Group 2; Census Tract 263.01; San Francisco County; California","2406","544",
"1500000US060750263013","Block Group 3; Census Tract 263.01; San Francisco County; California","1651","616",
"1500000US060750263021","Block Group 1; Census Tract 263.02; San Francisco County; California","1901","442",
"1500000US060750263022","Block Group 2; Census Tract 263.02; San Francisco County; California","984","281",
"1500000US060750263023","Block Group 3; Census Tract 263.02; San Francisco County; California","2119","528",
"1500000US060750263031","Block Group 1; Census Tract 263.03; San Francisco County; California","1777","389",
"1500000US060750263032","Block Group 2; Census Tract 263.03; San Francisco County; California","1502","531",
"1500000US060750263033","Block Group 3; Census Tract 263.03; San Francisco County; California","1333","503",
"1500000US060750264011","Block Group 1; Census Tract 264.01; San Francisco County; California","2080","424",
"1500000US060750264012","Block Group 2; Census Tract 264.01; San Francisco County; California","1762","401",
"1500000US060750264021","Block Group 1; Census Tract 264.02; San Francisco County; California","1551","500",
"1500000US060750264022","Block Group 2; Census Tract 264.02; San Francisco County; California","1373","575",
"1500000US060750264023","Block Group 3; Census Tract 264.02; San Francisco County; California","1831","983",
"1500000US060750264031","Block Group 1; Census Tract 264.03; San Francisco County; California","1492","461",
"1500000US060750264032","Block Group 2; Census Tract 264.03; San Francisco County; California","2089","491",
"1500000US060750264041","Block Group 1; Census Tract 264.04; San Francisco County; California","1437","376",
"1500000US060750264042","Block Group 2; Census Tract 264.04; San Francisco County; California","1070","283",
"1500000US060750301011","Block Group 1; Census Tract 301.01; San Francisco County; California","1632","495",
"1500000US060750301012","Block Group 2; Census Tract 301.01; San Francisco County; California","1667","445",
"1500000US060750301013","Block Group 3; Census Tract 301.01; San Francisco County; California","569","238",
"1500000US060750301014","Block Group 4; Census Tract 301.01; San Francisco County; California","924","491",
"1500000US060750301021","Block Group 1; Census Tract 301.02; San Francisco County; California","1329","300",
"1500000US060750301022","Block Group 2; Census Tract 301.02; San Francisco County; California","701","218",
"1500000US060750301023","Block Group 3; Census Tract 301.02; San Francisco County; California","1919","324",
"1500000US060750301024","Block Group 4; Census Tract 301.02; San Francisco County; California","777","260",
"1500000US060750302011","Block Group 1; Census Tract 302.01; San Francisco County; California","2077","584",
"1500000US060750302012","Block Group 2; Census Tract 302.01; San Francisco County; California","886","260",
"1500000US060750302013","Block Group 3; Census Tract 302.01; San Francisco County; California","1168","331",
"1500000US060750302021","Block Group 1; Census Tract 302.02; San Francisco County; California","1420","369",
"1500000US060750302022","Block Group 2; Census Tract 302.02; San Francisco County; California","1491","496",
"1500000US060750302023","Block Group 3; Census Tract 302.02; San Francisco County; California","1298","382",
"1500000US060750303011","Block Group 1; Census Tract 303.01; San Francisco County; California","984","361",
"1500000US060750303012","Block Group 2; Census Tract 303.01; San Francisco County; California","2185","537",
"1500000US060750303013","Block Group 3; Census Tract 303.01; San Francisco County; California","1642","546",
"1500000US060750303014","Block Group 4; Census Tract 303.01; San Francisco County; California","1318","519",
"1500000US060750303021","Block Group 1; Census Tract 303.02; San Francisco County; California","1158","259",
"1500000US060750303022","Block Group 2; Census Tract 303.02; San Francisco County; California","1379","482",
"1500000US060750303023","Block Group 3; Census Tract 303.02; San Francisco County; California","1205","210",
"1500000US060750304001","Block Group 1; Census Tract 304; San Francisco County; California","1149","315",
"1500000US060750304002","Block Group 2; Census Tract 304; San Francisco County; California","929","258",
"1500000US060750304003","Block Group 3; Census Tract 304; San Francisco County; California","1550","523",
"1500000US060750304004","Block Group 4; Census Tract 304; San Francisco County; California","879","393",
"1500000US060750304005","Block Group 5; Census Tract 304; San Francisco County; California","755","265",
"1500000US060750305001","Block Group 1; Census Tract 305; San Francisco County; California","701","239",
"1500000US060750305002","Block Group 2; Census Tract 305; San Francisco County; California","1393","353",
"1500000US060750305003","Block Group 3; Census Tract 305; San Francisco County; California","1693","271",
"1500000US060750306001","Block Group 1; Census Tract 306; San Francisco County; California","797","191",
"1500000US060750306002","Block Group 2; Census Tract 306; San Francisco County; California","681","182",
"1500000US060750306003","Block Group 3; Census Tract 306; San Francisco County; California","870","208",
"1500000US060750307001","Block Group 1; Census Tract 307; San Francisco County; California","3167","540",
"1500000US060750307002","Block Group 2; Census Tract 307; San Francisco County; California","1858","556",
"1500000US060750307003","Block Group 3; Census Tract 307; San Francisco County; California","1885","434",
"1500000US060750308001","Block Group 1; Census Tract 308; San Francisco County; California","834","389",
"1500000US060750308002","Block Group 2; Census Tract 308; San Francisco County; California","1142","1087",
"1500000US060750308003","Block Group 3; Census Tract 308; San Francisco County; California","579","448",
"1500000US060750308004","Block Group 4; Census Tract 308; San Francisco County; California","1738","507",
"1500000US060750308005","Block Group 5; Census Tract 308; San Francisco County; California","1614","484",
"1500000US060750309001","Block Group 1; Census Tract 309; San Francisco County; California","739","343",
"1500000US060750309002","Block Group 2; Census Tract 309; San Francisco County; California","1858","560",
"1500000US060750309003","Block Group 3; Census Tract 309; San Francisco County; California","1518","836",
"1500000US060750309004","Block Group 4; Census Tract 309; San Francisco County; California","840","408",
"1500000US060750309005","Block Group 5; Census Tract 309; San Francisco County; California","519","189",
"1500000US060750309006","Block Group 6; Census Tract 309; San Francisco County; California","309","162",
"1500000US060750309007","Block Group 7; Census Tract 309; San Francisco County; California","844","421",
"1500000US060750310001","Block Group 1; Census Tract 310; San Francisco County; California","1089","497",
"1500000US060750310002","Block Group 2; Census Tract 310; San Francisco County; California","1562","291",
"1500000US060750310003","Block Group 3; Census Tract 310; San Francisco County; California","1489","360",
"1500000US060750311001","Block Group 1; Census Tract 311; San Francisco County; California","1348","636",
"1500000US060750311002","Block Group 2; Census Tract 311; San Francisco County; California","1276","431",
"1500000US060750311003","Block Group 3; Census Tract 311; San Francisco County; California","1003","322",
"1500000US060750311004","Block Group 4; Census Tract 311; San Francisco County; California","1156","318",
"1500000US060750311005","Block Group 5; Census Tract 311; San Francisco County; California","1503","535",
"1500000US060750312011","Block Group 1; Census Tract 312.01; San Francisco County; California","2868","1022",
"1500000US060750312012","Block Group 2; Census Tract 312.01; San Francisco County; California","1336","459",
"1500000US060750312013","Block Group 3; Census Tract 312.01; San Francisco County; California","1006","327",
"1500000US060750312014","Block Group 4; Census Tract 312.01; San Francisco County; California","1131","337",
"1500000US060750312021","Block Group 1; Census Tract 312.02; San Francisco County; California","1242","303",
"1500000US060750312022","Block Group 2; Census Tract 312.02; San Francisco County; California","1562","370",
"1500000US060750313011","Block Group 1; Census Tract 313.01; San Francisco County; California","1342","405",
"1500000US060750313012","Block Group 2; Census Tract 313.01; San Francisco County; California","1342","375",
"1500000US060750313013","Block Group 3; Census Tract 313.01; San Francisco County; California","1184","464",
"1500000US060750313021","Block Group 1; Census Tract 313.02; San Francisco County; California","1376","417",
"1500000US060750313022","Block Group 2; Census Tract 313.02; San Francisco County; California","750","261",
"1500000US060750313023","Block Group 3; Census Tract 313.02; San Francisco County; California","2410","690",
"1500000US060750314011","Block Group 1; Census Tract 314.01; San Francisco County; California","1562","434",
"1500000US060750314012","Block Group 2; Census Tract 314.01; San Francisco County; California","971","387",
"1500000US060750314021","Block Group 1; Census Tract 314.02; San Francisco County; California","2046","548",
"1500000US060750314022","Block Group 2; Census Tract 314.02; San Francisco County; California","1609","572",
"1500000US060750314023","Block Group 3; Census Tract 314.02; San Francisco County; California","890","311",
"1500000US060750326011","Block Group 1; Census Tract 326.01; San Francisco County; California","1611","349",
"1500000US060750326012","Block Group 2; Census Tract 326.01; San Francisco County; California","1906","612",
"1500000US060750326013","Block Group 3; Census Tract 326.01; San Francisco County; California","1398","306",
"1500000US060750326021","Block Group 1; Census Tract 326.02; San Francisco County; California","2029","551",
"1500000US060750326022","Block Group 2; Census Tract 326.02; San Francisco County; California","1239","444",
"1500000US060750326023","Block Group 3; Census Tract 326.02; San Francisco County; California","1076","327",
"1500000US060750327001","Block Group 1; Census Tract 327; San Francisco County; California","839","314",
"1500000US060750327002","Block Group 2; Census Tract 327; San Francisco County; California","1084","389",
"1500000US060750327003","Block Group 3; Census Tract 327; San Francisco County; California","1203","466",
"1500000US060750327004","Block Group 4; Census Tract 327; San Francisco County; California","797","326",
"1500000US060750327005","Block Group 5; Census Tract 327; San Francisco County; California","580","199",
"1500000US060750327006","Block Group 6; Census Tract 327; San Francisco County; California","1010","403",
"1500000US060750327007","Block Group 7; Census Tract 327; San Francisco County; California","1208","682",
"1500000US060750328011","Block Group 1; Census Tract 328.01; San Francisco County; California","1732","751",
"1500000US060750328012","Block Group 2; Census Tract 328.01; San Francisco County; California","1042","254",
"1500000US060750328013","Block Group 3; Census Tract 328.01; San Francisco County; California","1057","366",
"1500000US060750328021","Block Group 1; Census Tract 328.02; San Francisco County; California","1697","375",
"1500000US060750328022","Block Group 2; Census Tract 328.02; San Francisco County; California","1667","752",
"1500000US060750328023","Block Group 3; Census Tract 328.02; San Francisco County; California","1090","278",
"1500000US060750329011","Block Group 1; Census Tract 329.01; San Francisco County; California","1001","295",
"1500000US060750329012","Block Group 2; Census Tract 329.01; San Francisco County; California","1539","597",
"1500000US060750329013","Block Group 3; Census Tract 329.01; San Francisco County; California","1352","393",
"1500000US060750329014","Block Group 4; Census Tract 329.01; San Francisco County; California","1172","299",
"1500000US060750329021","Block Group 1; Census Tract 329.02; San Francisco County; California","1518","339",
"1500000US060750329022","Block Group 2; Census Tract 329.02; San Francisco County; California","1388","724",
"1500000US060750329023","Block Group 3; Census Tract 329.02; San Francisco County; California","1001","347",
"1500000US060750330011","Block Group 1; Census Tract 330.01; San Francisco County; California","1676","610",
"1500000US060750330012","Block Group 2; Census Tract 330.01; San Francisco County; California","1311","474",
"1500000US060750330013","Block Group 3; Census Tract 330.01; San Francisco County; California","1088","404",
"1500000US060750330021","Block Group 1; Census Tract 330.02; San Francisco County; California","1155","306",
"1500000US060750330022","Block Group 2; Census Tract 330.02; San Francisco County; California","1093","384",
"1500000US060750330023","Block Group 3; Census Tract 330.02; San Francisco County; California","2040","570",
"1500000US060750331001","Block Group 1; Census Tract 331; San Francisco County; California","441","180",
"1500000US060750331002","Block Group 2; Census Tract 331; San Francisco County; California","948","192",
"1500000US060750331003","Block Group 3; Census Tract 331; San Francisco County; California","557","142",
"1500000US060750331004","Block Group 4; Census Tract 331; San Francisco County; California","2034","524",
"1500000US060750332011","Block Group 1; Census Tract 332.01; San Francisco County; California","3730","367",
"1500000US060750332031","Block Group 1; Census Tract 332.03; San Francisco County; California","2259","398",
"1500000US060750332032","Block Group 2; Census Tract 332.03; San Francisco County; California","1054","366",
"1500000US060750332041","Block Group 1; Census Tract 332.04; San Francisco County; California","508","210",
"1500000US060750332042","Block Group 2; Census Tract 332.04; San Francisco County; California","1732","540",
"1500000US060750332043","Block Group 3; Census Tract 332.04; San Francisco County; California","1380","593",
"1500000US060750351011","Block Group 1; Census Tract 351.01; San Francisco County; California","1053","364",
"1500000US060750351012","Block Group 2; Census Tract 351.01; San Francisco County; California","1767","884",
"1500000US060750351013","Block Group 3; Census Tract 351.01; San Francisco County; California","1198","399",
"1500000US060750351021","Block Group 1; Census Tract 351.02; San Francisco County; California","910","323",
"1500000US060750351022","Block Group 2; Census Tract 351.02; San Francisco County; California","1267","583",
"1500000US060750351023","Block Group 3; Census Tract 351.02; San Francisco County; California","941","308",
"1500000US060750351024","Block Group 4; Census Tract 351.02; San Francisco County; California","1340","428",
"1500000US060750352011","Block Group 1; Census Tract 352.01; San Francisco County; California","1133","303",
"1500000US060750352012","Block Group 2; Census Tract 352.01; San Francisco County; California","698","200",
"1500000US060750352013","Block Group 3; Census Tract 352.01; San Francisco County; California","908","312",
"1500000US060750352014","Block Group 4; Census Tract 352.01; San Francisco County; California","1885","755",
"1500000US060750352015","Block Group 5; Census Tract 352.01; San Francisco County; California","681","242",
"1500000US060750352021","Block Group 1; Census Tract 352.02; San Francisco County; California","1687","404",
"1500000US060750352022","Block Group 2; Census Tract 352.02; San Francisco County; California","1258","356",
"1500000US060750352023","Block Group 3; Census Tract 352.02; San Francisco County; California","1933","608",
"1500000US060750353001","Block Group 1; Census Tract 353; San Francisco County; California","1380","540",
"1500000US060750353002","Block Group 2; Census Tract 353; San Francisco County; California","1434","571",
"1500000US060750353003","Block Group 3; Census Tract 353; San Francisco County; California","1132","444",
"1500000US060750353004","Block Group 4; Census Tract 353; San Francisco County; California","626","342",
"1500000US060750353005","Block Group 5; Census Tract 353; San Francisco County; California","1781","758",
"1500000US060750353006","Block Group 6; Census Tract 353; San Francisco County; California","804","375",
"1500000US060750354001","Block Group 1; Census Tract 354; San Francisco County; California","996","344",
"1500000US060750354002","Block Group 2; Census Tract 354; San Francisco County; California","1692","684",
"1500000US060750354003","Block Group 3; Census Tract 354; San Francisco County; California","1375","516",
"1500000US060750354004","Block Group 4; Census Tract 354; San Francisco County; California","1443","425",
"1500000US060750354005","Block Group 5; Census Tract 354; San Francisco County; California","1925","1258",
"1500000US060750401001","Block Group 1; Census Tract 401; San Francisco County; California","1126","618",
"1500000US060750401002","Block Group 2; Census Tract 401; San Francisco County; California","1123","380",
"1500000US060750401003","Block Group 3; Census Tract 401; San Francisco County; California","1334","291",
"1500000US060750401004","Block Group 4; Census Tract 401; San Francisco County; California","645","203",
"1500000US060750402001","Block Group 1; Census Tract 402; San Francisco County; California","1585","577",
"1500000US060750402002","Block Group 2; Census Tract 402; San Francisco County; California","1316","568",
"1500000US060750402003","Block Group 3; Census Tract 402; San Francisco County; California","1254","376",
"1500000US060750402004","Block Group 4; Census Tract 402; San Francisco County; California","1309","402",
"1500000US060750426011","Block Group 1; Census Tract 426.01; San Francisco County; California","1521","295",
"1500000US060750426012","Block Group 2; Census Tract 426.01; San Francisco County; California","2605","749",
"1500000US060750426021","Block Group 1; Census Tract 426.02; San Francisco County; California","933","245",
"1500000US060750426022","Block Group 2; Census Tract 426.02; San Francisco County; California","650","157",
"1500000US060750426023","Block Group 3; Census Tract 426.02; San Francisco County; California","1259","303",
"1500000US060750427001","Block Group 1; Census Tract 427; San Francisco County; California","1167","422",
"1500000US060750427002","Block Group 2; Census Tract 427; San Francisco County; California","1982","457",
"1500000US060750427003","Block Group 3; Census Tract 427; San Francisco County; California","2080","517",
"1500000US060750428001","Block Group 1; Census Tract 428; San Francisco County; California","1088","247",
"1500000US060750428002","Block Group 2; Census Tract 428; San Francisco County; California","628","173",
"1500000US060750428003","Block Group 3; Census Tract 428; San Francisco County; California","632","180",
"1500000US060750451001","Block Group 1; Census Tract 451; San Francisco County; California","2228","815",
"1500000US060750451002","Block Group 2; Census Tract 451; San Francisco County; California","1259","316",
"1500000US060750451003","Block Group 3; Census Tract 451; San Francisco County; California","1351","336",
"1500000US060750452011","Block Group 1; Census Tract 452.01; San Francisco County; California","1023","280",
"1500000US060750452012","Block Group 2; Census Tract 452.01; San Francisco County; California","687","197",
"1500000US060750452013","Block Group 3; Census Tract 452.01; San Francisco County; California","1394","397",
"1500000US060750452021","Block Group 1; Census Tract 452.02; San Francisco County; California","1706","449",
"1500000US060750452022","Block Group 2; Census Tract 452.02; San Francisco County; California","1652","846",
"1500000US060750476001","Block Group 1; Census Tract 476; San Francisco County; California","1338","379",
"1500000US060750476002","Block Group 2; Census Tract 476; San Francisco County; California","1252","374",
"1500000US060750476003","Block Group 3; Census Tract 476; San Francisco County; California","1490","641",
"1500000US060750476004","Block Group 4; Census Tract 476; San Francisco County; California","1041","358",
"1500000US060750477011","Block Group 1; Census Tract 477.01; San Francisco County; California","1415","404",
"1500000US060750477012","Block Group 2; Census Tract 477.01; San Francisco County; California","1733","373",
"1500000US060750477013","Block Group 3; Census Tract 477.01; San Francisco County; California","1700","497",
"1500000US060750477021","Block Group 1; Census Tract 477.02; San Francisco County; California","1159","428",
"1500000US060750477022","Block Group 2; Census Tract 477.02; San Francisco County; California","1387","329",
"1500000US060750477023","Block Group 3; Census Tract 477.02; San Francisco County; California","1108","296",
"1500000US060750478011","Block Group 1; Census Tract 478.01; San Francisco County; California","1234","354",
"1500000US060750478012","Block Group 2; Census Tract 478.01; San Francisco County; California","1557","338",
"1500000US060750478013","Block Group 3; Census Tract 478.01; San Francisco County; California","1822","442",
"1500000US060750478021","Block Group 1; Census Tract 478.02; San Francisco County; California","1166","272",
"1500000US060750478022","Block Group 2; Census Tract 478.02; San Francisco County; California","1211","321",
"1500000US060750478023","Block Group 3; Census Tract 478.02; San Francisco County; California","1287","452",
"1500000US060750479021","Block Group 1; Census Tract 479.02; San Francisco County; California","1610","420",
"1500000US060750479022","Block Group 2; Census Tract 479.02; San Francisco County; California","1147","322",
"1500000US060750479023","Block Group 3; Census Tract 479.02; San Francisco County; California","593","196",
"1500000US060750479031","Block Group 1; Census Tract 479.03; San Francisco County; California","827","364",
"1500000US060750479032","Block Group 2; Census Tract 479.03; San Francisco County; California","2152","763",
"1500000US060750479033","Block Group 3; Census Tract 479.03; San Francisco County; California","1002","332",
"1500000US060750479041","Block Group 1; Census Tract 479.04; San Francisco County; California","2132","613",
"1500000US060750479042","Block Group 2; Census Tract 479.04; San Francisco County; California","1013","371",
"1500000US060750601001","Block Group 1; Census Tract 601; San Francisco County; California","2425","526",
"1500000US060750601002","Block Group 2; Census Tract 601; San Francisco County; California","1527","498",
"1500000US060750604001","Block Group 1; Census Tract 604; San Francisco County; California","1187","326",
"1500000US060750604002","Block Group 2; Census Tract 604; San Francisco County; California","679","230",
"1500000US060750605021","Block Group 1; Census Tract 605.02; San Francisco County; California","1024","410",
"1500000US060750605022","Block Group 2; Census Tract 605.02; San Francisco County; California","683","242",
"1500000US060750605023","Block Group 3; Census Tract 605.02; San Francisco County; California","1654","467",
"1500000US060750607011","Block Group 1; Census Tract 607.01; San Francisco County; California","1060","537",
"1500000US060750607012","Block Group 2; Census Tract 607.01; San Francisco County; California","4940","616",
"1500000US060750607013","Block Group 3; Census Tract 607.01; San Francisco County; California","1879","792",
"1500000US060750607021","Block Group 1; Census Tract 607.02; San Francisco County; California","1945","329",
"1500000US060750607031","Block Group 1; Census Tract 607.03; San Francisco County; California","2357","1500",
"1500000US060750607032","Block Group 2; Census Tract 607.03; San Francisco County; California","1152","374",
"1500000US060750607033","Block Group 3; Census Tract 607.03; San Francisco County; California","2747","1059",
"1500000US060750610001","Block Group 1; Census Tract 610; San Francisco County; California","1952","485",
"1500000US060750610002","Block Group 2; Census Tract 610; San Francisco County; California","2011","481",
"1500000US060750610003","Block Group 3; Census Tract 610; San Francisco County; California","927","211",
"1500000US060750611011","Block Group 1; Census Tract 611.01; San Francisco County; California","744","198",
"1500000US060750611012","Block Group 2; Census Tract 611.01; San Francisco County; California","1117","481",
"1500000US060750611021","Block Group 1; Census Tract 611.02; San Francisco County; California","867","303",
"1500000US060750611022","Block Group 2; Census Tract 611.02; San Francisco County; California","1526","278",
"1500000US060750612001","Block Group 1; Census Tract 612; San Francisco County; California","943","374",
"1500000US060750612002","Block Group 2; Census Tract 612; San Francisco County; California","1205","799",
"1500000US060750612003","Block Group 3; Census Tract 612; San Francisco County; California","1858","415",
"1500000US060750614011","Block Group 1; Census Tract 614.01; San Francisco County; California","890","257",
"1500000US060750614012","Block Group 2; Census Tract 614.01; San Francisco County; California","712","229",
"1500000US060750614013","Block Group 3; Census Tract 614.01; San Francisco County; California","1387","449",
"1500000US060750614021","Block Group 1; Census Tract 614.02; San Francisco County; California","1661","387",
"1500000US060750614022","Block Group 2; Census Tract 614.02; San Francisco County; California","670","334",
"1500000US060750615011","Block Group 1; Census Tract 615.01; San Francisco County; California","664","462",
"1500000US060750615012","Block Group 2; Census Tract 615.01; San Francisco County; California","694","350",
"1500000US060750615013","Block Group 3; Census Tract 615.01; San Francisco County; California","298","319",
"1500000US060750615021","Block Group 1; Census Tract 615.02; San Francisco County; California","997","443",
"1500000US060750615022","Block Group 2; Census Tract 615.02; San Francisco County; California","904","273",
"1500000US060750615031","Block Group 1; Census Tract 615.03; San Francisco County; California","2048","609",
"1500000US060750615032","Block Group 2; Census Tract 615.03; San Francisco County; California","603","545",
"1500000US060750615033","Block Group 3; Census Tract 615.03; San Francisco County; California","554","389",
"1500000US060750615041","Block Group 1; Census Tract 615.04; San Francisco County; California","917","503",
"1500000US060750615042","Block Group 2; Census Tract 615.04; San Francisco County; California","650","449",
"1500000US060750615051","Block Group 1; Census Tract 615.05; San Francisco County; California","1061","201",
"1500000US060750615061","Block Group 1; Census Tract 615.06; San Francisco County; California","2293","992",
"1500000US060750615062","Block Group 2; Census Tract 615.06; San Francisco County; California","972","486",
"1500000US060750615063","Block Group 3; Census Tract 615.06; San Francisco County; California","1276","432",
"1500000US060750615071","Block Group 1; Census Tract 615.07; San Francisco County; California","1772","416",
"1500000US060750615072","Block Group 2; Census Tract 615.07; San Francisco County; California","0","13",
"1500000US060750615081","Block Group 1; Census Tract 615.08; San Francisco County; California","957","362",
"1500000US060750615082","Block Group 2; Census Tract 615.08; San Francisco County; California","766","275",
"1500000US060750615083","Block Group 3; Census Tract 615.08; San Francisco County; California","499","245",
